cornelie_van_zanten	gender	female	-1.420095443725586	1
cornelie_van_zanten	gender	male	-2.7086267471313477	0
william_cooley	profession	farmer	0.4647451639175415	1
william_cooley	profession	flight_attendant	-5.550754070281982	0
andrei_kozlov	nationality	russia	-1.9373421669006348	1
andrei_kozlov	nationality	wallachia	-5.518642425537109	0
charles_tindley	profession	composer	-10.726299285888672	1
charles_tindley	profession	peace_activist	-4.171783924102783	0
john_i_beggs	nationality	united_states	-2.760842800140381	1
john_i_beggs	nationality	kingdom_of_france	-6.791352272033691	0
fleiss_joseph_l	profession	statistician	-7.673932075500488	1
fleiss_joseph_l	profession	memoir	-6.7402215003967285	0
billy_sanders	nationality	australia	-1.5188908576965332	1
billy_sanders	nationality	swedish_people	-6.050655841827393	0
delarivier_manley	nationality	england	-5.918608665466309	1
delarivier_manley	nationality	nepal	-3.587394952774048	0
hilda_van_stockum	religion	catholicism	-12.528882026672363	1
hilda_van_stockum	religion	roman_catholic_church	-9.838871002197266	0
seiji_miyaguchi	gender	male	-2.9758076667785645	1
seiji_miyaguchi	gender	female	-4.7939453125	0
art_clokey	profession	screenwriter	1.4151349067687988	1
art_clokey	profession	nun	-8.32241153717041	0
douglas_sirk	profession	film_director	-11.498381614685059	1
douglas_sirk	profession	military_leader	-4.433344841003418	0
frank_conrad	profession	inventor	-3.272223472595215	1
frank_conrad	profession	peace_activist	-8.911705017089844	0
yuri_nikulin	profession	actor	-8.245834350585938	1
yuri_nikulin	profession	ballet_dancer	-3.63098406791687	0
frank_watson_dyson	nationality	united_kingdom	-10.47024917602539	1
frank_watson_dyson	nationality	panama	-5.231600284576416	0
roger_tubby	nationality	united_states	-3.5520834922790527	1
roger_tubby	nationality	african_american	-9.175312042236328	0
henry_way_kendall	profession	physicist	-12.028951644897461	1
henry_way_kendall	profession	set_decorator	-6.031069278717041	0
aldo_fabrizi	profession	actor	-5.208042621612549	1
aldo_fabrizi	profession	film_director	6.30723762512207	0
daniel_s_lamont	gender	male	-2.6740102767944336	1
daniel_s_lamont	gender	female	-3.7058303356170654	0
alfred_witte	nationality	germany	-1.3434152603149414	1
alfred_witte	nationality	monaco	-6.773838520050049	0
edward_s_curtis	profession	artist	-6.244626522064209	1
edward_s_curtis	profession	astronaut	-4.282341957092285	0
alfred_nobel	profession	chemist	-8.417171478271484	1
alfred_nobel	profession	journalist	-12.394499778747559	0
john_pond	nationality	united_kingdom	-3.7669119834899902	1
john_pond	nationality	german_democratic_republic	-5.718773365020752	0
richard_henry_dana_jr	profession	lawyer	-10.46107292175293	1
richard_henry_dana_jr	profession	visual_artist	-6.183314800262451	0
e_g_marshall	cause_of_death	lung_cancer	-9.187337875366211	1
e_g_marshall	cause_of_death	execution_by_burning	-8.287140846252441	0
michel_vastel	profession	writer	-6.290362358093262	1
michel_vastel	profession	generalissimo	-4.860276222229004	0
heber_c_kimball	cause_of_death	car_accident	-11.8690767288208	1
heber_c_kimball	cause_of_death	capital_punishment	-9.963542938232422	0
william_hartnell	cause_of_death	stroke	-2.024766206741333	1
william_hartnell	cause_of_death	surgical_complications	-3.0763142108917236	0
andre_meyer	nationality	united_states	-4.075590133666992	1
andre_meyer	nationality	union_of_south_africa	-6.550876617431641	0
georg_simmel	ethnicity	jew	-3.2868151664733887	1
georg_simmel	ethnicity	austria-hungary	-2.202681541442871	0
theodore_von_karman	profession	scientist	-0.25584691762924194	1
theodore_von_karman	profession	printer	-4.921764850616455	0
albrecht_von_wallenstein	profession	soldier	-5.249022006988525	1
albrecht_von_wallenstein	profession	silent_film_actress	-14.198354721069336	0
sergei_botkin	nationality	russia	-13.543108940124512	1
sergei_botkin	nationality	panama	-5.551426887512207	0
baron_dholbach	nationality	france	-2.870243549346924	1
baron_dholbach	nationality	austrian_empire	-1.9465492963790894	0
andre-marie_ampere	nationality	france	-3.019561290740967	1
andre-marie_ampere	nationality	north_korea	-4.230854511260986	0
james_dwight_dana	nationality	united_states	-3.392082452774048	1
